"relative_sales","product_category","market_research","advertising","customer_satisfaction","influencer","competitors","shipping_time"
1.6,"household_appliances",15.8,14.6,4.1,"no",6,2
21.3,"tools",13,33.4,4.8,"yes",4,3
10.8,"tools",10.2,22.9,3.7,"no",4,2
5.3,"small_electronics",12.9,15.2,2.5,"no",5,2
8.3,"tools",16,18.9,3.9,"yes",7,2
14,"household_appliances",12.4,26.1,4.2,"no",6,2
7.3,"personal_care",18.2,23.8,4.1,"no",5,3
8.8,"household_appliances",16.2,17.1,3.5,"yes",7,1
7.9,"tools",8.2,26.1,4.3,"no",6,2
5.3,"tools",17.3,20.7,4.5,"no",6,3
-8.8,"tools",5.5,NA,4.3,"no",4,1
11.9,"tools",14.3,19.1,4,"yes",3,2
-1.7,"household_appliances",15.6,13.6,3.7,"no",6,4
5.9,"tools",16.6,21.2,3.9,"no",4,2
3.7,"small_electronics",NA,24.8,4.5,"no",7,1
10.6,"tools",15.4,24.1,4.5,"no",3,2
6,"personal_care",16.5,19.6,4.8,"no",5,3
2.4,"household_appliances",17.6,10.9,2.1,"yes",4,2
-2.5,"tools",20,11.6,4.5,"no",4,2
12.8,"tools",12.9,25.6,4.6,"no",4,2
-8.1,"tools",22.6,19.1,4.4,"no",5,2
14,"household_appliances",19.7,27.5,4.6,"no",4,2
7.7,"tools",NA,20,4.3,"yes",5,4
5.5,"household_appliances",12.5,16.8,3.8,"no",6,4
15.5,"tools",12.7,17.2,4.4,"yes",8,2
1.4,"small_electronics",11.6,14.9,4.1,"no",6,2
7.8,"household_appliances",16.2,24.1,4,"no",4,2
13.5,"tools",12.7,21.9,3.6,"yes",4,2
8.5,"household_appliances",12.6,17.7,3.1,"no",4,2
0.1,"household_appliances",23.2,19.1,4.4,"yes",5,4
4.6,"small_electronics",11.2,21.4,4.6,"no",7,3
-1,"tools",17,14,4.2,"no",8,4
11.3,"household_appliances",13.8,22.3,4.7,"no",9,4
20.2,"household_appliances",12,30.3,4.4,"yes",3,1
3.2,"tools",11.8,14.1,3.5,"no",5,2
7.4,"tools",14.5,19.8,4.7,"no",5,2
-1,"tools",21.4,15.9,4.8,"no",5,3
-0.7,"small_electronics",21.4,28.3,4.2,"no",7,2
9.7,"tools",NA,27.1,4.3,"no",5,1
9,"household_appliances",19.9,20.8,4.8,"yes",6,3
-0.6,"household_appliances",20,19.6,3.6,"no",6,3
4.5,"household_appliances",13.5,15.8,4.7,"no",6,1
-12,"household_appliances",NA,23.9,4.7,"no",9,2
2.8,"tools",18.7,21.9,4.8,"no",5,2
3.7,"household_appliances",11.3,13.4,3.8,"no",7,2
6,"small_electronics",14,14.7,4,"no",5,4
-1,"household_appliances",13,12,3.8,"no",8,2
9.6,"personal_care",16.5,23.8,4.2,"no",7,3
3.5,"household_appliances",20.2,22.2,4.3,"no",5,1
4.3,"personal_care",14.2,17.5,3.8,"no",4,2
-7,"personal_care",4.5,21.8,3.6,NA,5,3
-6.9,"tools",20.9,10,4.7,"no",-999,3
-2.4,"household_appliances",22.1,31.6,4.2,"no",6,1
13,"household_appliances",13.3,25.7,4.8,"no",6,3
-2.3,"household_appliances",14.2,16.2,2.7,"no",3,2
-6.7,"tools",22.5,17.9,4.4,NA,5,1
12.3,"household_appliances",15.4,18,3.6,NA,6,2
-0.7,"tools",17,17.3,4.9,"no",3,2
-3.5,"household_appliances",19.9,17.8,3.9,"no",8,1
7.7,"tools",13.8,21.6,4.4,"no",2,3
4.9,"household_appliances",9.5,16.2,3.2,"no",6,1
5.7,"personal_care",13.1,18.2,4.6,"no",4,3
11.2,"tools",14.5,13.9,4.1,"yes",6,3
6,"tools",12.6,23.7,3.9,"no",4,3
3.5,"household_appliances",15.1,16.8,4.3,"no",6,1
10.4,"tools",11.6,25.1,4.7,"no",6,2
10.3,"tools",16.1,18.2,3.9,"yes",3,1
11.1,"tools",17,19.7,4.8,"no",7,2
18,"tools",11.1,31.6,4.1,"yes",5,3
16.5,"tools",15.5,21,4.5,"yes",4,3
9.4,"household_appliances",NA,27.1,4.4,"no",7,2
9.3,"household_appliances",17.6,21.8,4.9,"no",5,2
24.1,"tools",15.6,23.3,4.9,"yes",7,3
8.8,"tools",NA,24.9,3.7,"no",3,4
17.3,"small_electronics",11.1,21.8,3.8,"yes",5,3
11.2,"personal_care",18.2,26.3,4.7,"no",6,3
13.1,"household_appliances",11.6,24.5,4.9,"no",6,2
4.4,"household_appliances",16.9,17.4,4.3,"no",5,3
8.1,"tools",15.6,21.3,4.1,"no",4,3
3.4,"personal_care",NA,15.8,4.4,"no",5,1
-0.8,"personal_care",17.4,13.5,3.5,"no",3,2
7.7,"small_electronics",19.9,27.4,4.8,"no",6,2
6.3,"household_appliances",18.5,23,4,"no",5,1
4.6,"household_appliances",16.4,23,4.4,"no",5,2
0.5,"tools",17.9,22.8,3.5,"no",5,2
9.5,"tools",16.5,29.3,3.1,"no",8,2
7.8,"small_electronics",NA,19.6,4.4,"no",5,2
3.7,"tools",6.9,13.9,4.2,"yes",6,2
2.4,"household_appliances",9.3,12.7,4.4,"no",7,3
11.1,"tools",10.9,20.6,4.9,"no",3,2
7.3,"household_appliances",12.2,18,4.2,"no",5,2
2.9,"household_appliances",8.5,20.9,4.5,"no",7,2
7.1,"small_electronics",NA,19.3,4.8,"no",8,3
-7.2,"tools",5.8,18.7,3.5,"no",6,3
7.4,"tools",13.8,24.6,4,"no",6,2
2.9,"household_appliances",8.4,15,4.1,"no",6,1
-2.6,"tools",14.7,11.3,4.4,"no",5,2
-2.2,"household_appliances",16.2,9.4,4.3,"no",4,4
14.3,"small_electronics",15.4,16.3,4.4,"yes",6,1
5.3,"personal_care",14.9,13.5,3.7,"no",7,2
14.3,"tools",16.3,21.7,4.9,NA,2,1
0.3,"tools",13.8,18.6,4.5,"no",4,3
17.9,"personal_care",NA,26.7,3.9,"yes",6,3
12.5,"personal_care",18.2,31,3.8,"no",5,1
-0.5,"tools",6.6,19.4,3.9,"yes",4,3
-4.1,"household_appliances",6.1,20,3.6,"no",4,3
17.5,"household_appliances",13,17.4,4.9,"yes",-999,4
7.6,"household_appliances",14.3,24.2,3.4,"no",4,3
-23.7,"household_appliances",25.9,21.3,3.8,"no",3,1
7.6,"small_electronics",13.4,20.9,3.9,"no",5,2
-5.3,"household_appliances",20.2,15.1,4.7,"no",4,2
14,"tools",NA,23.1,4.3,"no",3,3
4.1,"household_appliances",NA,13.9,3.6,"no",8,2
5.6,"tools",14.1,21.3,3.5,NA,4,1
5.2,"household_appliances",13.7,18.4,4,"no",7,2
18.7,"household_appliances",15.2,27.1,3.4,"no",3,3
-4.4,"household_appliances",NA,9.9,3.3,NA,6,2
8.6,"tools",15.8,35,3.3,"no",4,2
-1.6,"household_appliances",20.4,20.2,3.9,"no",7,2
2.9,"small_electronics",17.2,21.5,3.6,"no",4,1
-1.6,"small_electronics",21.1,19.5,4.2,"no",6,2
8.7,"personal_care",9,26,4.9,"no",7,2
5.3,"personal_care",17.2,19.3,4.3,"no",4,3
7.7,"tools",18.2,21.8,4,"yes",6,2
2.8,"household_appliances",19.5,21.3,4,"no",6,3
10.3,"personal_care",NA,NA,4.9,"no",6,1
8.2,"tools",17.2,22.7,3.7,"yes",6,3
6.5,"personal_care",13,14.4,4.1,"no",5,2
10.5,"small_electronics",13.8,26.5,4.5,"no",5,3
7.8,"household_appliances",NA,19.8,4,"yes",8,2
8.7,"household_appliances",NA,23.1,4.4,"no",2,3
3.5,"household_appliances",16.1,15.4,3.5,"no",5,2
6.1,"household_appliances",15.7,17.8,4.1,"no",8,3
8.5,"tools",14.9,18.8,4.2,"no",7,4
3.8,"small_electronics",14.8,20.8,4.2,"no",6,3
5.2,"tools",17.5,24.5,4.2,"no",8,1
1.2,"personal_care",17.9,19.3,3.1,"no",6,4
5.3,"personal_care",NA,12.1,4.4,"no",6,3
8.3,"household_appliances",17.3,19.8,4.4,"no",4,2
15.4,"tools",14.9,31.7,4.4,"no",5,2
6,"small_electronics",9.4,24.3,4.3,"no",3,1
20.3,"small_electronics",11.9,27.5,3.8,"yes",7,1
13.3,"tools",12.9,23.5,4.8,"no",6,2
9.2,"tools",14.7,20.9,4.5,"no",3,1
14.9,"household_appliances",12.2,19.2,4.6,"yes",5,2
4.5,"personal_care",10.2,22.5,4.2,"no",6,2
19.8,"household_appliances",14.3,27.4,3.8,"yes",8,2
8.9,"tools",NA,25.5,3.3,"no",5,2
-1.5,"household_appliances",18.8,10.9,4.7,"no",7,4
11.7,"household_appliances",6.3,19.7,4.8,"yes",5,2
9,"household_appliances",13.8,22.9,4.9,"no",2,1
6.5,"tools",17.2,21.9,4.3,"no",-999,3
15.7,"tools",NA,26.7,3.6,"yes",3,1
13.3,"household_appliances",15.8,21.8,4.7,"no",6,3
-3.9,"small_electronics",21.9,28.2,3.9,NA,4,3
2.9,"household_appliances",15.5,17.5,4.4,"no",6,2
13.8,"tools",10.2,31.2,4,"no",4,1
9.3,"tools",14.3,21.4,4.7,"no",4,2
3.9,"tools",7.9,27.6,4.4,"no",5,2
1.8,"household_appliances",11.9,15.3,4.6,"no",6,2
7.9,"personal_care",14.2,17.6,4.7,"no",6,2
2.8,"tools",8.2,18.7,3.3,"no",3,2
7.6,"tools",10.5,18.1,4.4,"no",5,1
8.2,"household_appliances",16.2,21.9,3.7,"no",6,3
7.3,"tools",8.6,19.1,4.1,"no",4,3
1.8,"tools",16.3,20.2,4.5,"no",2,2
-11.3,"personal_care",23.1,14.7,4.5,"no",3,3
13.9,"personal_care",NA,18.2,3.2,"yes",7,2
7.2,"tools",10.4,21.3,4.9,"no",6,2
6.4,"tools",18.4,30.3,3.6,"no",5,2
5.9,"tools",14.3,19.1,4.6,"no",6,3
-3.4,"personal_care",20.4,10.1,4.2,"no",4,1
13.7,"personal_care",12.3,22.7,4,"yes",5,2
6.7,"tools",18.4,20.4,4.2,"no",7,3
10.4,"personal_care",14.4,27.5,3.7,"no",3,2
-1.8,"household_appliances",19.6,15.7,4.9,"no",6,2
5.1,"tools",15.3,NA,4.4,"no",6,1
0,"household_appliances",10.6,NA,4.1,"no",7,2
6.2,"household_appliances",11.7,17,4.4,"no",5,1
10,"tools",9.3,11.1,4.6,"yes",5,3
-8.1,"small_electronics",NA,15,4.7,"no",4,2
15.6,"household_appliances",14.7,24.5,4,"yes",6,2
6.1,"small_electronics",15.9,21.5,4.6,"no",6,3
-3.5,"personal_care",15.9,15.2,4.1,"no",3,2
18.7,"household_appliances",11.3,27.4,4.2,"yes",5,3
-0.4,"household_appliances",15.5,13.8,3.4,"no",4,2
-14.1,"tools",23.6,20.3,4.1,"no",5,3
1.6,"tools",15.5,16.9,4.1,"no",5,2
1.8,"tools",14.8,12.3,4.6,"no",6,2
-2,"household_appliances",19.4,17.1,3.9,"no",8,4
3.4,"personal_care",14.3,16.8,4.8,"no",4,3
11.2,"tools",8.1,30.2,4.8,"no",3,1
8.3,"tools",15,26.2,3.4,"no",4,4
-7.5,"tools",24.1,23.5,4.6,"no",7,1
-4.9,"tools",20.8,12.2,4.3,"no",4,1
8.5,"tools",17,21.6,4.7,"no",6,2
16.1,"tools",12.9,20.5,4.4,"yes",6,2
7.6,"tools",10.8,15.5,4.4,"no",5,2
5,"small_electronics",9.5,22.7,3.2,"no",7,1
5.8,"personal_care",17.5,20.5,3.6,"no",5,2
10,"household_appliances",14.9,15.3,4.2,"yes",6,2
1.8,"tools",12.4,21,4.3,"no",6,2
2.8,"tools",19.7,21.7,4.9,"no",4,1
17.2,"personal_care",13.3,27.2,4.3,"no",5,3
1.8,"tools",14.3,15,4.5,"no",5,3
13.1,"household_appliances",13.6,14.9,4.5,"yes",4,1
9.7,"household_appliances",12.2,19.5,4.2,"no",5,2
12.9,"small_electronics",15.6,17.8,3.3,"yes",4,2
-0.3,"tools",20.6,9.2,4.3,"yes",6,4
9.9,"personal_care",12.2,16.9,4.5,"no",5,3
0,"personal_care",15.4,14.7,4.2,"no",8,2
6.7,"tools",12.7,17.5,4.6,"no",5,3
10.3,"household_appliances",13.6,20.2,4.3,"no",6,2
-3.4,"household_appliances",11,13.3,2.5,"no",8,2
18.7,"tools",11.6,25.6,4.7,"yes",4,3
3.5,"household_appliances",11.3,19.4,3.2,"no",7,2
20.7,"tools",10.7,33.7,4.9,"no",5,1
0.7,"household_appliances",5.2,26.1,4.2,"no",7,1
0.2,"tools",15.1,17.4,3,"no",2,2
4.1,"tools",12.9,17.3,3.9,"no",7,2
6,"tools",16.3,20.5,3.1,"yes",5,1
4.9,"household_appliances",14,14,3.7,"no",5,3
4.9,"tools",11.4,14.9,4.4,"no",6,1
17.1,"household_appliances",12.9,28.7,4.8,"no",7,3
11.2,"personal_care",16.9,17,4.4,"yes",4,2
0.6,"tools",17.9,13.3,4.2,"no",5,2
-0.4,"household_appliances",21.6,24.1,4.1,"no",6,2
9.6,"tools",9,NA,3.9,"no",5,1
15.4,"household_appliances",14.3,21.2,4.8,"yes",5,2
13.8,"tools",16.5,25.7,4.6,"no",3,2
9.2,"small_electronics",15.1,24.7,3.8,"no",3,2
-3.6,"tools",20.6,18.6,4.7,NA,5,2
-13.1,"tools",22.5,18.6,3.8,"no",6,3
2.2,"small_electronics",18.3,16.2,4.3,"no",7,2
-0.4,"small_electronics",10.8,14.6,3.7,"no",7,4
4.5,"small_electronics",10.4,21.8,4.2,"no",5,1
13.4,"household_appliances",16.5,22.5,4.6,"no",3,2
17.9,"household_appliances",16.4,24.8,4.8,"yes",4,2
9.2,"household_appliances",NA,15.3,4.4,"yes",5,1
-0.4,"household_appliances",7.2,22.3,4.2,"no",5,3
5.1,"tools",10.7,25.5,3.9,"no",8,2
9.1,"household_appliances",14.1,22,3.9,"no",4,3
18.8,"tools",11.3,19.3,4.7,"yes",5,2
6.5,"tools",20.1,17.8,4.6,"yes",3,2
18.2,"household_appliances",12.9,13.4,4,"yes",5,2
4.1,"tools",20.8,24.1,4.7,"no",6,2
24.9,"household_appliances",NA,31.3,4.6,"yes",5,1
10,"small_electronics",17.5,25.9,4.6,"no",4,3
6.1,"household_appliances",17,15.5,4.1,"yes",7,2
11.2,"personal_care",10.7,25.7,4.5,"no",6,1
9.2,"small_electronics",12.2,30.2,3.7,"no",5,1
8.2,"household_appliances",18.1,16.1,4,"yes",5,3
18.3,"small_electronics",12.2,29.4,4.5,"no",3,2
4.4,"household_appliances",15,22.4,3.7,"no",5,1
7.7,"personal_care",19.6,29.4,4.2,"no",5,3
10,"household_appliances",9.5,20,4.5,"no",2,3
9.9,"personal_care",7.2,25.9,4.3,"no",6,3
5.1,"tools",NA,14.9,3.8,"no",4,3
-0.9,"tools",9.1,14.9,3.1,"no",7,2
14.1,"household_appliances",14.2,22.5,4.9,"no",6,2
3.4,"small_electronics",20.9,25.7,4.5,"no",6,2
11.6,"tools",10.8,26.9,4,"yes",4,3
-1.4,"tools",10.1,12.6,4.1,"no",7,3
6.5,"small_electronics",NA,22.5,4.6,"no",5,1
11.7,"household_appliances",10.4,23.4,4,"no",5,3
18.8,"tools",NA,18.6,4.5,"yes",4,3
17.6,"household_appliances",13,24.8,4.6,"no",3,2
2.3,"household_appliances",19.4,20.4,4.4,"no",2,2
5.8,"tools",15.8,25.6,2.1,"no",5,2
3.9,"tools",18.8,19.4,3.7,"no",6,2
5,"small_electronics",11.4,17.5,4.5,"no",4,3
11.3,"tools",13.7,19.6,3.3,NA,5,1
7,"household_appliances",15.8,19.5,3.9,"no",6,1
-3.5,"tools",20,19.8,4.3,"no",5,2
-9.8,"personal_care",23.9,13.4,4.1,"yes",5,1
9.5,"household_appliances",16.4,25.7,4.5,"no",4,2
-2.7,"tools",17.6,12.7,4.3,"no",5,1
6.8,"personal_care",11.7,16.3,3.9,"no",7,3
-5.2,"household_appliances",20,21.3,3.8,"no",6,3
6,"tools",9.6,18.6,4.5,"no",6,2
-5.3,"small_electronics",4.8,18,4.8,"no",5,1
3.9,"tools",13.9,18.1,3.2,"no",3,4
3.1,"tools",13.6,15.7,4.5,"no",7,2
14.3,"tools",17.5,19.3,4.4,"yes",2,2
11.4,"household_appliances",NA,13.1,4,NA,5,1
4.1,"tools",13.2,17.1,4.5,"no",1,2
4.4,"tools",12.2,16.3,3.7,"no",5,3
5,"personal_care",13.8,22.3,3.9,"no",5,3
11.2,"tools",9.9,24.2,4.4,"no",5,2
8.8,"household_appliances",13.5,13.2,4.2,"no",5,2
7.4,"tools",12.8,18.3,4.3,"no",4,2
11.7,"household_appliances",12.5,21.8,3.8,"no",4,3
8.5,"small_electronics",14,17.8,4.1,"no",7,3
5.6,"small_electronics",16.6,22.7,3.4,"no",5,2
13.4,"household_appliances",14.4,10.6,4.1,"yes",6,2
19.5,"household_appliances",14.6,23.5,4.9,"yes",3,3
13,"household_appliances",13.5,28.9,4.4,"no",4,2
-1,"tools",8.6,12.5,4.7,"no",5,1
10.5,"household_appliances",15.4,23.1,4.7,"no",5,2
2.8,"household_appliances",19.8,25.1,3.3,"no",5,4
-0.6,"tools",19.4,27.3,3.6,"no",4,1
12.1,"household_appliances",9.6,26.6,4,"no",6,4
-8.2,"tools",19.4,7.2,3.9,"no",8,2
8.1,"household_appliances",19.2,26.5,4.8,"no",4,3
2.6,"household_appliances",11,16.2,4.7,"no",5,2
8,"tools",21.1,24.2,4.5,"no",3,2
1.4,"household_appliances",18.2,25.2,4,"no",5,2
10,"household_appliances",15.5,17.1,4.5,"no",5,1
9.9,"tools",16.4,21.3,4,"yes",7,2
5.5,"small_electronics",12.4,20.5,4.2,"no",5,3
4.8,"household_appliances",18.3,14.1,4.8,NA,5,2
5.5,"small_electronics",20.3,20.1,4,NA,6,1
4.4,"tools",21.5,23,4.8,"no",7,2
3.1,"household_appliances",6.9,24.1,3.2,"no",5,2
5.1,"tools",19.3,9.6,4.4,"yes",6,2
12.1,"household_appliances",NA,23.4,4.5,"no",5,2
10.3,"household_appliances",15.9,27.1,2.9,"no",6,1
8.2,"household_appliances",14.5,17.2,4.7,"no",4,2
9.9,"tools",NA,27.6,4,"no",6,2
10.9,"tools",11.7,18.6,4.3,"no",4,2
7.8,"personal_care",12.8,13.8,4.2,"no",6,2
-2.9,"household_appliances",9.3,9,4.1,NA,6,2
12.2,"personal_care",NA,7.6,3.9,"yes",8,2
7,"small_electronics",16.1,19.4,4.6,"no",6,2
2.2,"household_appliances",14.5,13,4.2,"no",3,1
13.9,"tools",11.5,18.4,4.1,"yes",8,3
8.4,"small_electronics",12.2,26.3,4.3,NA,6,2
7.2,"tools",14.1,23.1,4.6,"no",7,2
7.6,"small_electronics",10.3,20.2,4.1,"no",6,1
14.2,"tools",14.2,21.4,4,"yes",6,2
5.2,"small_electronics",18.6,20.4,4.7,"no",2,1
1.7,"tools",16.3,20.3,4.7,"no",6,1
2.6,"personal_care",20.5,19.4,4.3,"no",5,3
4.8,"personal_care",15.1,20.8,4.4,"no",5,2
8.1,"small_electronics",11.7,21,4.5,"no",5,2
14.3,"personal_care",11.1,21.1,3.2,"yes",7,3
5.1,"personal_care",11.5,19.4,4.8,NA,6,1
3.6,"household_appliances",16.3,14.7,4.4,"no",3,1
1.7,"personal_care",NA,NA,4,"no",4,1
-12.5,"tools",22.4,26.6,3.3,"no",5,3
5,"household_appliances",12.7,6.7,4.3,"yes",6,1
3.2,"personal_care",9.3,22.6,4.3,"no",7,1
4,"personal_care",9.3,17.3,4.1,"no",6,1
0,"tools",14,10.5,4.6,NA,8,1
4.8,"tools",15.9,15.8,4.7,"no",4,2
13.4,"small_electronics",16.9,28.2,4.2,"no",3,2
5.7,"tools",15.7,19.3,4.2,"no",6,1
5.8,"tools",12.3,19.4,3.1,"no",4,1
15.6,"small_electronics",11.7,20.3,4.6,NA,6,2
-0.4,"tools",6.4,24.6,2.8,"no",7,2
11.2,"household_appliances",16.7,13.8,4.4,"yes",-999,2
4.8,"small_electronics",15.2,28.3,4.1,"no",3,2
6.6,"small_electronics",13.7,25.1,3.4,"no",5,2
2.8,"small_electronics",14,16.8,3.7,"no",4,3
2.9,"small_electronics",21.8,24.9,4.6,"yes",7,2
11,"tools",14.5,26.9,4.5,"no",3,2
-3,"tools",8.9,8.3,4.5,"no",9,2
2.2,"tools",17.5,25.7,3.7,"no",8,4
8.8,"household_appliances",15.2,21.3,4.7,"no",5,2
-13.1,"household_appliances",23.2,15.2,3.8,"no",6,3
0.8,"small_electronics",21.8,25.1,4.7,"no",5,1
4.6,"household_appliances",NA,18.5,4.1,"no",4,3
4.6,"small_electronics",10,21.6,4.4,"no",4,3
2.9,"tools",NA,15,4.6,"no",5,1
17.9,"household_appliances",12.3,25.7,4.6,"no",4,3
12.6,"tools",10.8,15.8,4.1,"yes",3,2
11.2,"small_electronics",15.3,27.2,4.5,"no",4,4
-3.3,"household_appliances",5.7,17.7,4.6,"no",5,2
10.6,"personal_care",11.5,19.8,4.5,"no",5,3
5.2,"personal_care",15.7,18.4,3.5,"no",2,2
-4.7,"household_appliances",16.7,17.6,2.3,"no",6,1
17.8,"small_electronics",16,27.1,4,"no",5,1
10.8,"small_electronics",11.3,25.5,4.6,"no",5,4
6.9,"household_appliances",14.5,22.6,4,"no",4,3
-3.7,"tools",22.2,25.1,4.6,"no",5,2
-0.5,"household_appliances",7.2,21.7,4,"no",7,1
11.2,"household_appliances",15.5,22.9,4.8,"no",5,3
6.2,"household_appliances",13.2,13.7,4.2,"no",3,2
17.7,"small_electronics",10.3,27.8,4.6,"no",5,3
2.1,"small_electronics",20,20.8,4.6,"no",8,2
6.4,"household_appliances",15.4,17.2,4.3,"no",4,1
8,"tools",12.9,23,4.7,"no",7,1
13.3,"tools",20.2,28.2,4.2,"yes",3,2
-8.3,"tools",24.5,17.7,4.4,"no",3,1
8.1,"small_electronics",15.7,24.4,3.5,"no",3,3
-5.9,"household_appliances",21.9,19.8,4.6,"no",4,3
2.9,"small_electronics",18.9,14.6,3.8,"no",5,3
11,"household_appliances",15,22.6,4.5,"no",7,4
-2.3,"tools",NA,25.4,4.3,"no",4,2
-18.2,"tools",23.7,11.3,4.4,"no",4,1
3.3,"household_appliances",13.3,21.3,4.5,"no",6,3
10.9,"household_appliances",19.8,27,4.3,"no",6,3
8.9,"household_appliances",18.6,22.5,4.6,"no",6,1
4,"tools",12.9,14.2,4.7,"no",7,4
15.5,"household_appliances",13.5,14.8,4.7,"yes",3,3
3,"household_appliances",21.7,19.2,4.7,"yes",6,4
3,"tools",12.1,19.9,4,"no",4,1
5.3,"personal_care",18.2,20,4.5,"no",4,4
12.9,"small_electronics",15,25.5,4,"no",6,3
-3.9,"household_appliances",15.1,17.1,3.4,"no",6,1
10.3,"tools",9.8,19.7,4.7,"no",5,2
2.4,"tools",11.2,16.3,3.8,"no",4,3
11.5,"personal_care",15.8,15.1,4.4,"yes",5,3
5.6,"household_appliances",6,22.5,3.9,"yes",7,3
16.4,"tools",13.4,19,3.7,NA,5,2
10.7,"household_appliances",8,22.2,4.2,"yes",6,2
-3.2,"household_appliances",19,16.1,4.1,"no",7,1
5.1,"tools",11.9,25.8,4.3,"no",5,2
6.4,"small_electronics",16.2,23.3,4.4,"no",7,1
9.2,"household_appliances",13,16,4.1,"no",7,1
8.9,"small_electronics",13,27.4,3.2,"no",6,1
-1.5,"small_electronics",19.1,20.3,3.8,"no",5,1
5.8,"household_appliances",17.8,17.4,4.3,"no",2,3
2.5,"tools",13.6,17.7,3.6,"no",9,1
0.3,"household_appliances",18.7,24,4,"no",1,2
13,"household_appliances",10.7,24.3,4.8,"no",3,1
17.5,"small_electronics",11.2,27.6,3.4,"yes",5,1
-18.4,"household_appliances",25.3,21.2,3.1,"no",4,2
11,"tools",11,29.1,4.1,"no",5,3
5.1,"tools",8.3,20.7,3.5,"no",8,2
-2.6,"household_appliances",19.4,19.8,3.8,"no",7,2
7.8,"tools",20.4,20.6,4,"yes",7,2
22.1,"tools",9.8,31.9,4.8,"yes",3,2
18,"tools",11.9,24.5,4.8,"yes",5,2
-1,"small_electronics",11,19.2,3.8,"no",8,2
8.6,"personal_care",12.9,22.8,4.3,"no",4,4
6.8,"household_appliances",18.2,23,4.3,"no",6,2
12.6,"household_appliances",18.6,27.6,4.6,"no",6,4
4.7,"tools",20.4,NA,4.2,"yes",6,3
4.6,"household_appliances",9.5,10,4.2,NA,5,1
6.8,"small_electronics",17.2,22.5,4,"no",5,2
12.1,"tools",10.3,29,3.7,"no",7,2
6.7,"personal_care",NA,18.3,4,"no",7,1
11.7,"tools",17.1,11.4,3.9,"yes",6,3
-6.3,"tools",20.3,23.2,2.1,"no",7,3
11.9,"tools",16.5,26.1,4.4,"no",3,3
12.9,"small_electronics",17.6,22.1,4.7,"yes",5,1
1.8,"household_appliances",8.6,NA,4.4,NA,6,1
5.6,"tools",NA,17.5,4.6,"no",6,2
5.5,"personal_care",15.8,22.8,3.4,"no",6,1
-3.3,"household_appliances",6.2,18.2,3.7,"no",5,2
-23,"household_appliances",24.9,12.5,4.3,"no",4,3
5.8,"household_appliances",14.7,16,4.3,"no",4,3
4,"household_appliances",NA,16.4,3.8,"no",6,2
3.7,"tools",NA,22.5,4.6,"yes",2,1
9.5,"personal_care",15.5,20.9,4.4,NA,5,2
17.5,"household_appliances",8.4,24.2,4.5,"no",3,2
11.9,"tools",7.6,19.4,4.1,"yes",2,3
-6.8,"tools",20.5,13.6,4.3,"no",8,2
7.3,"household_appliances",12.3,17.8,4.5,"no",4,1
6.7,"tools",11.2,18.9,4.7,"no",5,3
-2.8,"small_electronics",17.7,19.5,4,"no",6,4
7.5,"small_electronics",16.7,22.5,4.4,"no",5,3
10.5,"personal_care",17.6,23.6,3.1,"yes",5,1
12.3,"household_appliances",10.2,20.2,4.2,"yes",5,2
-0.8,"household_appliances",22.4,20.1,4,"yes",5,3
7.2,"household_appliances",13.6,19.9,4.2,"no",3,3
8.4,"small_electronics",13.7,25.6,3.8,"no",2,2
-0.5,"tools",17.7,13,4.5,"no",7,1
17.3,"household_appliances",10.5,20.2,3.9,"yes",6,1
6.5,"household_appliances",8.7,24.9,4.7,"no",5,3
2.4,"household_appliances",13.9,11.4,4.7,NA,8,3
8.9,"household_appliances",14.2,21.3,3.1,"no",7,2
3.6,"tools",14.6,19.3,3.8,"no",7,3
-0.8,"small_electronics",18.2,15.6,4.3,"no",6,2
-2.3,"household_appliances",18.9,23.4,2.8,"no",6,3
7.7,"small_electronics",17,19.1,4.4,"no",6,3
18,"household_appliances",13.5,28.9,4.2,"no",4,3
8.8,"tools",11.1,23.9,4.4,"no",6,1
14.5,"household_appliances",14.4,26.3,3.8,"no",3,2
-8.5,"tools",21.4,24.6,3.1,"no",6,2
10.8,"personal_care",NA,NA,4.4,"no",3,2
7.5,"small_electronics",12.7,24.2,4.8,"no",5,1
6.8,"small_electronics",16.4,23.9,3.8,"no",5,1
9,"tools",13.5,14.2,4,"yes",6,2
8,"personal_care",13.8,20.5,3.3,"no",6,2
13.7,"household_appliances",19,27.2,4.5,"no",4,3
2.3,"personal_care",8.1,18.3,3.9,NA,5,1
5.6,"household_appliances",13.5,22.2,3.6,"no",4,4
10.5,"personal_care",12.6,23.2,3.5,"no",4,2
-11.3,"small_electronics",23.5,14.1,4.7,"no",5,3
8.8,"household_appliances",8,15.4,4.2,"yes",3,4
18.5,"tools",12.4,24.7,4.2,"yes",5,2
8.9,"small_electronics",14.8,17.7,4.6,NA,6,2
9.1,"personal_care",10.7,16,3.4,"yes",6,2
8.6,"household_appliances",NA,22.7,4.8,"no",5,3
2.1,"small_electronics",19.4,18.2,4.1,"no",-999,2
5.8,"household_appliances",17.5,21,4.7,"no",7,1
5.1,"tools",15.1,17.7,4.8,"no",5,1
7,"personal_care",10.4,15.9,4.9,"no",2,2
4.1,"tools",11,24.5,4.4,"no",3,2
1.6,"household_appliances",20.4,26.4,3.9,"no",4,2
